CampaignID,CampaignName,StartDate,EndDate,Channel,Spend,LeadsGenerated,Conversions,RevenueGenerated,Clicks,Impressions,Likes,Shares,ROI_Percentage,CPA
CMP2605,Flash Sale Campaign,2026-03-25,2026-04-17,Email,2247.42,708,60,23110.96,4084,93450,6453,1052,928.33,37.46
CMP2606,Mega Discount Drive,2025-09-01,2025-10-13,Event,14816.88,807,62,11731.11,3054,7813,5351,2816,-20.83,238.98
CMP2607,Customer Retention Program,2025-09-22,2025-11-05,Event,43549.89,399,12,2414.53,1699,30212,4849,1215,-94.46,3629.16
CMP2608,Referral Push,2025-12-24,2026-01-01,Email,4515.42,2985,643,159461.76,16854,145938,440,690,3431.49,7.02
CMP2609,Summer Sale Blast,2025-11-19,2025-12-20,Email,1499.6,1656,287,147872.24,6708,92109,3076,1637,9760.78,5.23
CMP2610,Influencer Buzz,2026-04-01,2026-04-21,Influencer,23952.57,3047,271,101349.25,28139,185954,2893,665,323.12,88.39
CMP2611,Event Outreach,2025-11-11,2025-12-24,Influencer,5350.74,3731,211,34386.49,27172,62233,6143,2355,542.65,25.36
CMP2612,Lead Booster,2025-07-31,2025-08-16,Email,1819.18,1459,114,62656.63,13951,94562,9628,1657,3344.22,15.96
CMP2613,Mega Discount Drive,2025-12-21,2026-01-12,Event,35740.13,320,73,40416.18,3447,25207,3047,185,13.08,489.59
CMP2614,Influencer Buzz,2025-11-21,2025-12-02,Email,5642.72,985,240,48146.33,17354,173447,1852,923,753.25,23.51
CMP2615,Brand Awareness Drive,2026-02-11,2026-02-20,Social Media,5543.95,15453,3946,2319189.17,58814,330196,1471,734,41732.79,1.4
CMP2616,Social Media Hype,2025-07-28,2025-08-10,Influencer,20642.22,3628,1167,362871.04,20403,215094,2617,1793,1657.91,17.69
CMP2617,Holiday Campaign,2025-12-11,2026-01-21,Event,49631.66,12,2,485.06,169,44053,8902,249,-99.02,24815.83
CMP2618,Influencer Buzz,2025-10-17,2025-11-12,Influencer,21743.43,942,81,52459.74,3790,20503,8256,1821,141.27,268.44
CMP2619,Brand Awareness Drive,2026-02-04,2026-03-13,Influencer,21638.17,5477,1846,470170.23,22449,293039,6642,1283,2072.87,11.72
CMP2620,Customer Retention Program,2025-07-11,2025-08-25,Event,38141.48,542,35,22984.52,2526,33535,2472,743,-39.74,1089.76
CMP2621,Festive Bonanza,2025-08-18,2025-09-05,Social Media,5973.3,724,163,93467.36,5980,83535,1947,1162,1464.75,36.65
CMP2622,Lead Booster,2026-01-15,2026-02-23,Social Media,3170.62,2850,778,348791.49,32262,372435,4649,2366,10900.73,4.08
CMP2623,Lead Booster,2026-02-05,2026-02-18,Influencer,15273.75,1933,70,24348.41,8267,124418,6814,95,59.41,218.2
CMP2624,Lead Booster,2025-08-06,2025-08-13,Social Media,2069.97,4698,647,127395.77,52020,153131,1678,25,6054.47,3.2
CMP2625,Email Re-engagement,2026-03-31,2026-04-09,Email,6667.29,2309,733,59508.47,8504,80818,5920,2275,792.54,9.1
CMP2626,Lead Booster,2025-08-02,2025-09-04,Influencer,18199.7,798,160,94405.39,4908,52740,7245,1009,418.72,113.75
CMP2627,Social Media Hype,2025-09-05,2025-09-23,Influencer,22640.28,5731,1790,1047195.76,26255,282983,6776,351,4525.37,12.65
CMP2628,Holiday Campaign,2025-10-31,2025-11-14,Event,14612.42,107,22,3242.12,958,64621,1318,787,-77.81,664.2
CMP2629,New Product Launch,2026-01-25,2026-02-11,Influencer,23001.38,1636,493,107848.47,7497,99877,3161,1898,368.88,46.66
CMP2630,Lead Booster,2026-03-15,2026-03-26,Event,20990.77,987,181,87495.11,3426,7593,7022,2586,316.83,115.97
CMP2631,Lead Booster,2025-11-17,2025-12-31,Influencer,5125.48,2002,581,73518.24,7583,294017,2187,1923,1334.37,8.82
CMP2632,Flash Sale Campaign,2025-12-25,2026-01-27,Social Media,7988.38,3769,1282,780740.38,48533,313804,4146,2226,9673.45,6.23
CMP2633,Lead Booster,2025-10-12,2025-11-10,Event,14662.39,300,45,26533.11,1334,7180,8846,1584,80.96,325.83
CMP2634,Customer Retention Program,2025-08-07,2025-09-05,Social Media,3798.76,2080,400,268201.18,16378,284994,5726,1345,6960.23,9.5
CMP2635,Mega Discount Drive,2026-03-16,2026-04-09,Event,34015.81,877,275,125634.98,3740,6183,7391,1108,269.34,123.69
CMP2636,Brand Awareness Drive,2026-01-10,2026-01-26,Event,25191.21,148,31,2895.03,615,44913,163,2276,-88.51,812.62
CMP2637,Customer Retention Program,2026-03-12,2026-04-17,Email,5802.01,1679,418,107100.17,8852,140555,4618,318,1745.91,13.88
CMP2638,Holiday Campaign,2025-08-19,2025-10-03,Email,1787.81,1032,182,53305.05,8447,131121,6631,2391,2881.58,9.82
CMP2639,Holiday Campaign,2026-02-09,2026-02-22,Event,19597.59,38,4,733.33,329,74953,8533,1625,-96.26,4899.4
CMP2640,Event Outreach,2025-05-17,2025-06-13,Influencer,7365.35,1757,45,19025.27,11749,36462,1102,84,158.31,163.67
CMP2641,Social Media Hype,2026-02-14,2026-03-04,Email,4742.49,2205,99,43098.99,12249,76234,3212,2736,808.78,47.9
CMP2642,Customer Retention Program,2025-06-02,2025-06-30,Event,20120.21,504,111,66235.11,4614,75891,1836,2276,229.2,181.26
CMP2643,Email Re-engagement,2025-12-10,2026-01-01,Social Media,3941.91,7796,92,27033.86,54662,284397,6495,2790,585.81,42.85
CMP2644,Influencer Buzz,2025-07-03,2025-08-16,Email,5515.35,1793,109,46925.22,12212,14531,7280,2227,750.81,50.6
CMP2645,Brand Awareness Drive,2025-10-09,2025-11-12,Event,31487.74,1122,361,147688.02,4030,70883,2754,1707,369.03,87.22
CMP2646,Event Outreach,2026-04-06,2026-04-15,Social Media,3468.98,2569,807,180101.61,16372,443279,4943,1251,5091.77,4.3
CMP2647,Referral Push,2025-07-18,2025-09-01,Social Media,7114.13,6325,1043,342666.12,46598,193790,6231,685,4716.7,6.82
CMP2648,Referral Push,2025-05-31,2025-07-01,Influencer,20747.95,1133,158,98084.89,8656,86084,2343,1301,372.74,131.32
CMP2649,Event Outreach,2025-12-15,2026-01-02,Influencer,23778.81,1857,252,119404.0,9184,114791,4931,1810,402.14,94.36
CMP2650,Customer Retention Program,2025-05-27,2025-06-19,Event,20214.04,479,119,53587.89,2586,55960,9943,1800,165.1,169.87
CMP2651,Email Re-engagement,2025-08-07,2025-08-20,Influencer,15687.55,241,13,3724.12,1400,183860,5796,903,-76.26,1206.73
CMP2652,Festive Bonanza,2025-08-05,2025-09-19,Social Media,2043.22,2363,105,68897.15,28846,180619,7838,980,3271.99,19.46
CMP2653,Event Outreach,2026-04-04,2026-04-20,Event,28270.1,426,87,25650.48,2317,60784,5359,2927,-9.27,324.94
CMP2654,Brand Awareness Drive,2025-10-23,2025-12-04,Email,2196.78,972,290,177687.28,10503,163211,1761,1673,7988.53,7.58
CMP2655,Festive Bonanza,2026-01-24,2026-02-20,Event,22834.47,251,11,1201.66,3775,16014,5154,2464,-94.74,2075.86
CMP2656,Festive Bonanza,2025-09-21,2025-10-26,Event,20212.02,478,112,18761.18,1986,66815,7282,2176,-7.18,180.46
CMP2657,Lead Booster,2025-10-10,2025-10-24,Event,12120.55,787,89,40395.45,4778,44358,700,1375,233.28,136.19
CMP2658,Mega Discount Drive,2026-01-17,2026-02-25,Social Media,4889.19,3940,223,113015.53,37724,115437,4026,2649,2211.54,21.92
CMP2659,Holiday Campaign,2026-03-15,2026-04-02,Event,47262.58,703,221,93974.98,3986,72237,5877,723,98.84,213.86
CMP2660,Black Friday Promo,2026-02-14,2026-03-23,Influencer,5192.85,1683,84,29904.47,13055,247957,5109,1683,475.88,61.82
CMP2661,Email Re-engagement,2025-08-28,2025-09-24,Influencer,14652.62,322,67,23008.51,4276,288360,7937,780,57.03,218.7
CMP2662,Referral Push,2025-10-01,2025-11-01,Event,10767.76,877,288,94015.9,3726,67808,1169,1281,773.12,37.39
CMP2663,Mega Discount Drive,2025-08-27,2025-09-28,Influencer,16753.22,5315,890,259614.9,25646,154717,9726,2365,1449.64,18.82
CMP2664,Flash Sale Campaign,2025-05-26,2025-06-04,Social Media,2626.91,5310,245,146081.1,39313,362254,5676,680,5460.95,10.72
CMP2665,Festive Bonanza,2025-06-24,2025-08-04,Event,35533.56,227,28,18521.65,2455,43077,8565,1228,-47.88,1269.06
CMP2666,Flash Sale Campaign,2026-03-22,2026-04-27,Email,4066.28,3239,1019,530070.38,12654,157073,5810,2139,12935.76,3.99
CMP2667,New Product Launch,2026-02-01,2026-02-15,Social Media,4328.95,7539,1342,656783.61,31908,87464,1312,573,15071.89,3.23
CMP2668,Referral Push,2026-02-06,2026-03-19,Influencer,17785.96,1054,344,140370.91,6370,256901,4403,1356,689.22,51.7
CMP2669,Customer Retention Program,2025-07-01,2025-07-25,Influencer,13509.08,7871,500,107467.72,26638,103821,586,869,695.52,27.02
CMP2670,Holiday Campaign,2026-01-24,2026-02-21,Event,43503.62,149,33,19709.62,771,19952,1407,1136,-54.69,1318.29
CMP2671,Event Outreach,2025-10-31,2025-12-13,Social Media,13537.6,12774,3067,1849708.39,51358,61882,9485,2591,13563.49,4.41
CMP2672,Social Media Hype,2025-08-05,2025-08-18,Event,27124.44,403,84,28747.68,3134,11159,3503,915,5.98,322.91
CMP2673,Social Media Hype,2025-11-19,2025-12-01,Email,6211.59,280,50,27832.87,1177,151154,5316,809,348.08,124.23
CMP2674,New Product Launch,2025-11-30,2025-12-08,Social Media,3584.19,10707,356,146043.92,54594,176422,9496,1952,3974.67,10.07
CMP2675,Referral Push,2025-07-19,2025-08-15,Email,1848.84,876,42,24878.2,14478,199663,1755,2067,1245.61,44.02
CMP2676,Lead Booster,2025-07-13,2025-07-22,Email,3294.18,1062,188,120617.35,10308,45554,8798,2042,3561.53,17.52
CMP2677,Mega Discount Drive,2025-11-22,2025-12-24,Influencer,23300.25,3387,653,282342.16,15223,61348,3524,1456,1111.76,35.68
CMP2678,Mega Discount Drive,2026-03-24,2026-04-03,Social Media,10146.21,7077,2423,840114.97,24086,335502,6108,2602,8180.09,4.19
CMP2679,Referral Push,2025-12-28,2026-01-19,Social Media,10458.6,8168,1773,534350.96,56766,252288,1995,424,5009.2,5.9
CMP2680,Influencer Buzz,2025-10-07,2025-10-29,Event,48130.31,310,99,19073.41,1197,10582,561,658,-60.37,486.16
CMP2681,Holiday Campaign,2026-03-12,2026-04-14,Event,24623.95,265,52,12377.57,2142,49972,1225,2896,-49.73,473.54
CMP2682,Brand Awareness Drive,2025-12-09,2025-12-20,Social Media,13612.92,8049,2685,555626.87,48650,376868,8872,2610,3981.61,5.07
CMP2683,Event Outreach,2025-10-12,2025-11-14,Email,1299.98,271,66,10819.3,4577,107859,3606,43,732.27,19.7
CMP2684,Referral Push,2025-07-24,2025-08-31,Event,15966.82,1144,130,32209.41,4270,22605,2001,2176,101.73,122.82
CMP2685,Customer Retention Program,2026-03-04,2026-03-25,Email,6559.73,2959,843,277618.28,19352,15664,158,2343,4132.16,7.78
CMP2686,New Product Launch,2025-08-08,2025-09-16,Email,7569.39,3713,1146,340791.86,15387,143469,3985,1356,4402.24,6.61
CMP2687,Holiday Campaign,2025-12-30,2026-01-14,Event,12301.29,94,31,20928.42,1710,39849,2063,442,70.13,396.82
CMP2688,Customer Retention Program,2025-11-24,2025-12-18,Social Media,4640.24,7339,218,91558.6,41708,159190,7361,2680,1873.14,21.29
CMP2689,Lead Booster,2025-11-11,2025-12-20,Influencer,19645.96,3329,66,14795.87,27522,132433,238,2488,-24.69,297.67
CMP2690,Summer Sale Blast,2026-03-26,2026-04-09,Email,2351.01,4161,372,60490.53,14234,176963,4433,693,2472.96,6.32
CMP2691,Summer Sale Blast,2025-09-23,2025-10-04,Influencer,22247.13,1332,348,127483.42,6570,141972,219,1109,473.03,63.93
CMP2692,Customer Retention Program,2025-10-02,2025-10-13,Social Media,2735.76,7876,2350,1011243.1,35423,411832,2714,1118,36863.88,1.16
CMP2693,Email Re-engagement,2025-09-11,2025-10-23,Social Media,2773.46,10167,626,106141.16,49831,303084,4639,2238,3727.03,4.43
CMP2694,Black Friday Promo,2025-05-26,2025-07-09,Event,13494.0,584,124,23562.82,2195,56088,1380,2041,74.62,108.82
CMP2695,Social Media Hype,2025-10-11,2025-10-27,Influencer,10792.25,1398,86,40037.41,15023,158944,680,798,270.98,125.49
CMP2696,Referral Push,2025-11-23,2026-01-02,Event,11266.32,116,3,1074.49,1862,55001,2882,239,-90.46,3755.44
CMP2697,Event Outreach,2025-07-28,2025-08-06,Social Media,9729.24,5993,1892,310356.13,54932,458647,9459,1486,3089.93,5.14
CMP2698,Mega Discount Drive,2025-12-07,2026-01-17,Social Media,2129.69,6878,135,38717.16,34181,293713,9325,60,1717.97,15.78
CMP2699,Summer Sale Blast,2026-01-03,2026-01-23,Event,10847.44,352,21,12265.22,3798,9536,9379,178,13.07,516.54
CMP2700,Lead Booster,2026-01-27,2026-03-05,Social Media,10516.12,1189,45,12422.35,12341,309844,4676,1679,18.13,233.69
CMP2701,Customer Retention Program,2025-07-08,2025-08-15,Social Media,9403.23,16680,865,313102.89,55936,336868,5119,1013,3229.74,10.87
CMP2702,Influencer Buzz,2025-06-08,2025-06-24,Influencer,20191.53,924,70,6268.22,9634,173687,5708,751,-68.96,288.45
CMP2703,Mega Discount Drive,2026-03-08,2026-04-01,Social Media,3844.91,10824,2345,1384585.46,46536,434076,7873,748,35910.87,1.64
CMP2704,Influencer Buzz,2026-03-23,2026-03-31,Influencer,18488.06,3113,317,105740.0,24142,240550,7728,2478,471.94,58.32
CMP2705,Social Media Hype,2025-10-12,2025-11-23,Social Media,14616.65,1384,194,85805.15,11777,405009,5846,468,487.04,75.34
CMP2706,Influencer Buzz,2025-05-30,2025-06-14,Social Media,3381.91,1329,435,261777.81,10237,399917,2897,1770,7640.53,7.77
CMP2707,Holiday Campaign,2025-12-05,2025-12-30,Event,17977.87,893,286,97585.1,3605,77876,3604,1908,442.81,62.86
CMP2708,Influencer Buzz,2025-06-11,2025-06-18,Email,3183.73,226,23,9789.81,1274,77847,1551,2322,207.49,138.42
CMP2709,Festive Bonanza,2026-02-28,2026-03-09,Event,19537.76,83,2,1060.36,1170,79351,8768,835,-94.57,9768.88
CMP2710,Influencer Buzz,2026-03-19,2026-04-03,Influencer,20708.46,3564,688,457946.78,19258,140828,740,2075,2111.4,30.1
CMP2711,New Product Launch,2025-07-11,2025-08-01,Event,20698.13,142,43,30043.24,1635,61582,3365,2987,45.15,481.35
CMP2712,Black Friday Promo,2025-07-26,2025-08-02,Email,7318.64,1759,56,17566.08,7320,10390,4879,2935,140.02,130.69
CMP2713,Influencer Buzz,2025-12-30,2026-01-21,Social Media,9958.42,6638,1830,248492.77,36826,51760,4230,497,2395.3,5.44
CMP2714,Influencer Buzz,2025-05-13,2025-05-21,Social Media,6998.28,10675,3122,1206880.01,51587,444772,7583,2393,17145.38,2.24
CMP2715,Brand Awareness Drive,2026-02-08,2026-03-23,Event,38820.54,171,48,20009.4,3280,10862,1446,2253,-48.46,808.76
CMP2716,Influencer Buzz,2026-01-12,2026-02-04,Event,17532.59,80,23,9184.61,288,11640,3690,1030,-47.61,762.29
CMP2717,Influencer Buzz,2025-07-11,2025-07-24,Influencer,24061.85,1320,45,21616.75,7299,63244,4345,1360,-10.16,534.71
CMP2718,Holiday Campaign,2025-07-23,2025-09-04,Email,2050.57,1399,402,49211.4,6696,14763,3433,1336,2299.89,5.1
CMP2719,Customer Retention Program,2025-09-11,2025-10-05,Event,24677.98,393,84,21478.62,2734,63520,4578,1666,-12.96,293.79
CMP2720,Influencer Buzz,2025-12-24,2026-01-09,Social Media,3241.38,1405,21,11705.28,12040,338639,1600,2830,261.12,154.35
CMP2721,Holiday Campaign,2025-07-28,2025-08-12,Influencer,15266.78,93,29,11865.19,1073,171511,8305,296,-22.28,526.44
CMP2722,Black Friday Promo,2025-09-23,2025-10-20,Influencer,14351.38,2083,168,49316.95,13625,207963,7545,81,243.64,85.42
CMP2723,Summer Sale Blast,2025-10-09,2025-10-21,Influencer,17395.1,1747,117,14397.42,22758,93132,2994,2596,-17.23,148.68
CMP2724,Email Re-engagement,2025-11-05,2025-12-18,Social Media,5729.24,2843,140,30214.69,10498,258447,4433,1756,427.38,40.92
CMP2725,Influencer Buzz,2025-05-24,2025-06-03,Social Media,3661.23,3195,144,92530.47,37234,177036,3385,530,2427.31,25.43
CMP2726,Flash Sale Campaign,2026-03-29,2026-05-02,Social Media,6561.02,1052,120,37445.04,4924,115584,8255,1768,470.72,54.68
CMP2727,Influencer Buzz,2025-10-25,2025-11-15,Email,3184.4,2246,709,240887.28,10509,22059,3684,2606,7464.6,4.49
CMP2728,Referral Push,2025-11-24,2025-12-02,Social Media,10086.51,956,181,84720.91,18505,224533,3458,1276,739.94,55.73
CMP2729,Black Friday Promo,2025-07-27,2025-08-19,Influencer,11994.45,1113,179,118663.54,6444,241173,1763,2792,889.32,67.01
CMP2730,New Product Launch,2026-01-01,2026-01-19,Event,26481.72,632,103,67945.74,4272,5497,6656,635,156.58,257.1
CMP2731,Social Media Hype,2025-07-17,2025-08-10,Social Media,14433.1,8660,1392,552059.92,31962,375793,4516,2564,3724.96,10.37
CMP2732,Referral Push,2026-01-09,2026-02-14,Social Media,10611.09,1455,71,10471.71,6938,353133,8460,1252,-1.31,149.45
CMP2733,Holiday Campaign,2026-02-25,2026-04-03,Email,7814.88,1053,123,13931.16,8210,42913,6969,1559,78.26,63.54
CMP2734,Holiday Campaign,2025-07-29,2025-08-12,Influencer,6737.61,3533,955,228438.2,17566,246924,2919,80,3290.49,7.06
CMP2735,Influencer Buzz,2025-09-30,2025-10-25,Social Media,11963.39,10683,2006,845062.34,46947,102992,8803,611,6963.74,5.96
CMP2736,Black Friday Promo,2025-09-16,2025-09-23,Event,17040.57,627,177,108975.37,2863,34536,3028,2975,539.51,96.27
CMP2737,Festive Bonanza,2026-02-06,2026-03-18,Email,5106.81,1009,161,90153.8,18091,120041,5790,412,1665.36,31.72
CMP2738,Social Media Hype,2025-07-02,2025-07-11,Influencer,6822.16,2117,82,19124.32,21381,214547,580,495,180.33,83.2
CMP2739,Lead Booster,2025-12-03,2025-12-13,Email,5279.11,734,244,34720.63,14389,148383,8377,1587,557.7,21.64
CMP2740,Summer Sale Blast,2025-06-10,2025-06-29,Influencer,6249.64,1566,322,146420.59,7883,125719,910,338,2242.86,19.41
CMP2741,Festive Bonanza,2025-09-30,2025-10-09,Social Media,4728.14,4458,286,155433.53,56299,298954,9761,1921,3187.41,16.53
CMP2742,Customer Retention Program,2026-02-20,2026-03-25,Social Media,12148.77,10608,3319,2297978.65,44310,105030,5912,2810,18815.32,3.66
CMP2743,Lead Booster,2026-03-23,2026-04-02,Email,1689.66,2570,600,170260.31,9835,179873,6074,48,9976.6,2.82
CMP2744,Brand Awareness Drive,2025-07-12,2025-07-23,Influencer,24164.09,2102,174,64898.5,15644,198638,2827,2296,168.57,138.87
CMP2745,Holiday Campaign,2025-12-25,2026-02-03,Social Media,8131.76,6723,322,48109.92,33669,458624,6907,443,491.63,25.25
CMP2746,Influencer Buzz,2025-05-26,2025-07-07,Social Media,12129.56,5116,1616,1010083.17,57708,296405,9735,2605,8227.45,7.51
CMP2747,Influencer Buzz,2025-09-17,2025-10-24,Event,40320.44,294,13,5550.85,1721,75185,1837,38,-86.23,3101.57
CMP2748,New Product Launch,2025-10-05,2025-11-16,Social Media,10758.57,5519,787,307174.6,38981,425556,341,705,2755.16,13.67
CMP2749,Brand Awareness Drive,2025-09-20,2025-10-15,Influencer,20968.05,4030,1364,806163.71,14977,90754,6501,2406,3744.72,15.37
CMP2750,Summer Sale Blast,2025-11-24,2026-01-08,Event,30713.9,333,60,21260.41,2226,64754,5941,281,-30.78,511.9
CMP2751,Influencer Buzz,2026-03-25,2026-04-08,Influencer,16561.28,745,35,11622.62,10308,211195,4985,604,-29.82,473.18
CMP2752,Influencer Buzz,2025-06-18,2025-06-25,Event,46892.98,242,83,40026.1,1718,33519,4327,651,-14.64,564.98
CMP2753,Referral Push,2025-08-28,2025-09-11,Influencer,16557.75,3550,165,88757.78,20191,171287,9941,315,436.05,100.35
CMP2754,Social Media Hype,2025-05-19,2025-06-15,Influencer,5937.01,6985,1052,582243.51,25136,72918,9112,1599,9707.02,5.64
CMP2755,Lead Booster,2025-10-07,2025-11-08,Influencer,9621.77,2071,22,3376.22,16248,193012,4624,2052,-64.91,437.35
CMP2756,Influencer Buzz,2025-09-21,2025-10-07,Event,28739.27,143,15,8123.48,1101,60638,1921,570,-71.73,1915.95
CMP2757,Holiday Campaign,2025-06-20,2025-07-25,Event,21169.18,129,19,7488.8,1197,17908,5692,1493,-64.62,1114.17
CMP2758,Referral Push,2025-07-30,2025-08-30,Social Media,11911.55,6987,717,125600.57,42227,475773,4895,1792,954.44,16.61
CMP2759,Customer Retention Program,2025-11-17,2025-12-11,Event,40246.06,74,3,1096.89,1257,66415,1101,2058,-97.27,13415.35
CMP2760,Black Friday Promo,2025-07-13,2025-08-12,Event,41636.89,1330,360,190097.73,4454,68004,3647,410,356.56,115.66
CMP2761,Black Friday Promo,2025-10-21,2025-11-16,Influencer,15601.53,3722,198,119777.97,29986,117366,7620,2761,667.73,78.8
CMP2762,New Product Launch,2025-11-24,2025-12-04,Influencer,16252.45,4370,682,469478.17,18010,194237,7487,771,2788.66,23.83
CMP2763,Holiday Campaign,2026-01-31,2026-02-26,Social Media,7833.03,1632,281,141505.82,19428,274715,2456,1968,1706.53,27.88
CMP2764,Festive Bonanza,2025-08-25,2025-09-22,Influencer,19532.58,4969,369,79368.44,32187,230180,8767,1776,306.34,52.93
CMP2765,Lead Booster,2026-01-25,2026-03-03,Social Media,7283.68,2790,318,128616.89,48487,402228,6545,2432,1665.82,22.9
CMP2766,Brand Awareness Drive,2025-09-08,2025-09-26,Social Media,11020.98,6666,753,72097.94,27282,459034,8698,2483,554.19,14.64
CMP2767,Customer Retention Program,2025-07-25,2025-08-31,Influencer,16554.21,4469,776,435675.29,22454,63939,5249,795,2531.81,21.33
CMP2768,Brand Awareness Drive,2025-10-23,2025-11-25,Event,9484.24,834,148,43429.47,4197,67087,2701,1797,357.91,64.08
CMP2769,Social Media Hype,2025-06-20,2025-08-03,Social Media,5136.12,4313,1295,794345.62,37535,459603,2233,1875,15365.87,3.97
CMP2770,Lead Booster,2025-08-25,2025-09-12,Social Media,11180.17,3921,247,147772.27,45170,141981,6178,2677,1221.74,45.26
CMP2771,Event Outreach,2026-01-17,2026-02-20,Social Media,14593.26,2798,781,490066.05,30717,105893,6194,477,3258.17,18.69
CMP2772,Referral Push,2025-09-26,2025-11-07,Event,31816.35,52,17,11429.43,365,35499,228,859,-64.08,1871.55
CMP2773,Flash Sale Campaign,2025-08-11,2025-08-29,Social Media,13680.35,8985,3098,274565.78,30080,441578,4460,765,1907.01,4.42
CMP2774,Brand Awareness Drive,2025-12-01,2025-12-25,Event,42639.49,664,204,128069.9,3559,12936,416,894,200.36,209.02
CMP2775,Customer Retention Program,2025-06-22,2025-07-24,Influencer,13912.96,5187,1718,348644.73,23441,40624,3126,1702,2405.9,8.1
CMP2776,Social Media Hype,2026-01-01,2026-01-19,Email,7417.74,2058,136,24363.58,19425,108758,4665,1826,228.45,54.54
CMP2777,Influencer Buzz,2025-09-12,2025-10-24,Social Media,9019.11,1207,328,38617.62,5130,345080,5831,2532,328.18,27.5
CMP2778,Lead Booster,2026-03-21,2026-05-02,Email,1761.08,1800,183,32567.1,7675,168236,8181,748,1749.27,9.62
CMP2779,Holiday Campaign,2025-06-25,2025-07-12,Social Media,12689.2,5498,690,404757.17,25810,166501,1074,523,3089.78,18.39
CMP2780,Social Media Hype,2025-12-18,2026-01-20,Event,23990.71,246,20,6013.13,1506,48401,3465,2418,-74.94,1199.54
CMP2781,Black Friday Promo,2025-09-24,2025-11-07,Email,1163.76,91,18,1471.13,518,199474,8212,1498,26.41,64.65
CMP2782,Customer Retention Program,2025-12-09,2025-12-17,Influencer,5891.9,1485,444,48308.81,7768,25363,3150,328,719.92,13.27
CMP2783,Event Outreach,2025-11-18,2025-12-14,Influencer,17393.93,3335,1075,201539.59,17976,166534,2670,1437,1058.68,16.18
CMP2784,Mega Discount Drive,2025-09-15,2025-10-05,Influencer,5131.21,2374,102,65447.1,17035,107961,5529,1419,1175.47,50.31
CMP2785,Social Media Hype,2025-06-11,2025-06-25,Influencer,24786.21,5611,248,109158.46,22532,168729,9183,2304,340.4,99.94
CMP2786,Referral Push,2025-08-26,2025-09-14,Influencer,8854.96,5328,831,286352.58,20303,105040,218,2211,3133.81,10.66
CMP2787,Summer Sale Blast,2025-11-05,2025-12-18,Influencer,7448.98,1358,55,30021.27,18709,161277,6535,1292,303.03,135.44
CMP2788,Event Outreach,2026-03-21,2026-05-05,Influencer,24027.58,1145,216,81711.87,10348,81815,5162,2418,240.08,111.24
CMP2789,Email Re-engagement,2025-10-01,2025-10-18,Social Media,13783.39,2971,913,393632.16,14944,251290,7442,1410,2755.84,15.1
CMP2790,Flash Sale Campaign,2025-07-01,2025-08-14,Influencer,8616.23,1350,83,43822.28,5981,254009,2198,1744,408.6,103.81
CMP2791,Social Media Hype,2025-09-29,2025-11-05,Email,2058.01,1532,96,49416.59,13562,143351,7075,503,2301.18,21.44
CMP2792,Black Friday Promo,2025-09-06,2025-09-14,Social Media,9424.06,10888,2183,1358321.88,46243,133015,4531,260,14313.34,4.32
CMP2793,Mega Discount Drive,2025-08-05,2025-08-18,Social Media,6599.83,7893,145,80993.19,59364,170728,1744,2393,1127.2,45.52
CMP2794,Brand Awareness Drive,2025-07-04,2025-07-30,Influencer,18323.81,9175,1699,807672.28,34909,45883,4375,1919,4307.77,10.79
CMP2795,Flash Sale Campaign,2025-07-15,2025-08-14,Email,7019.79,624,65,30519.79,3561,50193,5364,2878,334.77,108.0
CMP2796,Event Outreach,2026-02-12,2026-02-26,Influencer,19719.08,5058,150,47544.95,20825,23892,9513,822,141.11,131.46
CMP2797,Mega Discount Drive,2025-09-09,2025-09-26,Event,22234.48,51,9,2337.29,568,51919,7199,1136,-89.49,2470.5
CMP2798,Summer Sale Blast,2026-02-02,2026-03-02,Email,6146.69,1748,355,98972.65,6794,149042,7263,2920,1510.18,17.31
CMP2799,Customer Retention Program,2026-01-11,2026-01-26,Event,40907.05,496,91,51226.59,4260,7357,6037,1259,25.23,449.53
CMP2800,Event Outreach,2025-08-30,2025-09-26,Email,1561.07,1229,99,29425.28,13338,163512,1841,2194,1784.94,15.77
CMP2801,New Product Launch,2025-11-08,2025-12-10,Influencer,20138.66,2819,455,107475.67,30309,177221,3053,2656,433.68,44.26
CMP2802,Summer Sale Blast,2025-06-27,2025-07-14,Influencer,9913.68,818,174,98936.02,6714,163406,6940,1625,897.97,56.98
CMP2803,New Product Launch,2025-12-25,2026-01-03,Influencer,13198.19,5086,1604,180644.98,18188,20129,9614,1489,1268.71,8.23
CMP2804,Influencer Buzz,2025-08-19,2025-09-06,Social Media,8203.78,2716,704,78101.33,45402,199443,1482,2364,852.02,11.65
CMP2805,Mega Discount Drive,2025-09-14,2025-10-14,Influencer,15774.87,883,42,9145.9,9812,113132,194,2856,-42.02,375.59
CMP2806,Summer Sale Blast,2025-12-12,2025-12-20,Influencer,14228.07,3299,521,283415.99,21995,39541,999,1951,1891.95,27.31
CMP2807,Influencer Buzz,2025-07-17,2025-08-18,Email,2528.72,636,135,25318.95,12099,147814,4546,1745,901.26,18.73
CMP2808,Festive Bonanza,2025-12-25,2026-01-28,Influencer,22147.79,4280,1341,202615.77,14473,78365,4343,1169,814.84,16.52
CMP2809,Lead Booster,2025-06-28,2025-08-01,Email,1960.52,551,65,9887.06,3748,62441,3321,1893,404.31,30.16
